ID	脚本	剧情块	事件ID	指令序号	指令	简体中文
1030	drg	14	00002716	31	12	格罗博士\n以18号为基础研究出的\n新型能量吸收屏障……\n就在这里测试它的性能！
1031	drg	14	00002716	49	12	\n获得特殊能力\n“能量吸收屏障”！
1032	drg	14	00002716	50	12	\n使用格罗博士时，\n在气力达到20以上的状态下，\n按下L键！
1033	drg	15	00002AFE	12	12	特兰克斯\n好……不甘心……
1034	drg	15	00002AFE	15	12	17号\n格罗那家伙，\n连这种东西都造出来了吗。
1035	drg	15	00002AFE	18	12	18号\n真是的……不得了的发明老头。
1036	drg	16	00002717	9	17	不久后，\n世界各地开始流传奇怪的新闻。
1037	drg	16	00002717	10	17	城市接连变成鬼城，\n人们身体干瘪而死……\n新闻都是这类内容。
1038	drg	16	00002717	11	17	格罗博士从这些新闻中\n察觉到异常，\n开始展开调查。
1039	drg	16	00002717	12	17	随后，他遇到了\n来自未来的沙鲁……
1040	drg	16	00002717	18	12	沙鲁\n……事情就是这样，\n为了成为完全体，我需要这个时代的\n17号和18号。
1041	drg	16	00002717	21	12	格罗博士\n可以。这两个想暗算我的家伙，\n已经没有用了。\n沙鲁，随你吸收！
1042	drg	16	00002717	25	12	17号\n玩笑也要有个限度……\n谁会让你这种家伙\n吸收掉……
1043	drg	16	00002717	29	12	沙鲁\n你们的意志根本无关紧要。\n被我吸收，\n已经是注定的结果。
1044	drg	17	00002AFF	12	12	17号\n可恶……开什么玩笑！
1045	drg	17	00002AFF	15	12	格罗博士\n还要抵抗吗……！
1046	drg	17	00002AFF	16	12	格罗博士\n我也来帮忙！
1047	drg	17	00002AFF	33	12	沙鲁\n呵呵呵……真是美妙的力量。\n格罗博士，多谢了！
1048	drg	17	00002AFF	36	12	格罗博士\n拥有这种力量的存在，\n竟然是由我创造的……！
1049	drg	17	00002AFF	53	12	\n获得团队必杀技\n“双重吸收”！
1050	drg	17	00002AFF	54	12	\n让格罗博士与沙鲁（未完成体）\n组成队伍，并在气力达到200时，\n触摸团队必杀技按钮！
1051	drg	18	00002718	7	17	作为科学家，格罗博士\n为沙鲁的强大感到无比欣喜。
1052	drg	18	00002718	8	17	但他也开始意识到，\n沙鲁同样有可能\n背叛自己。
1053	drg	18	00002718	9	17	沙鲁已经打倒了\n地球最强战士孙悟空……
1054	drg	18	00002718	15	12	格罗博士\n到目前为止，我一直吸收\n赛亚人的能量来提升力量。
1055	drg	18	00002718	16	12	格罗博士\n但是即便如此……\n仍远远不及那家伙。
1056	drg	18	00002718	17	12	格罗博士\n虽然就这样消灭实在可惜……\n但要动手，就只能趁现在。
1057	drg	18	00002718	19	12	\n格罗博士让沙鲁带路，\n前往沙鲁乘坐的时光机\n所在之处。
1058	drg	18	00002718	21	12	沙鲁\n格罗博士……\n你也打算乘时光机\n跨越时代吗。
1059	drg	18	00002718	24	12	格罗博士\n我想看看遥远的未来。\n遥远到这里的人都不复存在的未来。
1060	drg	18	00002718	27	12	沙鲁\n去那种时代\n又能做什么？
1061	drg	18	00002718	30	12	格罗博士\n要去的不是我……\n而是你，沙鲁！
1062	drg	18	00002718	31	12	格罗博士\n（只需要吸走他一点体力。\n这样就能把我制造的病毒\n注入体内……！）
1063	drg	19	00002B00	10	12	沙鲁\n身、身体动不了！是病毒吗！！\n可恶……竟然被你这种家伙！
1064	drg	19	00002B00	13	12	格罗博士\n我已经在时光机上\n安装了自爆装置……
1065	drg	19	00002B00	14	12	格罗博士\n当然，你应该不会有事，\n但再也无法回到这个时代……\n永别了，沙鲁！
1066	drg	20	00004E20	24	17	格罗博士将沙鲁\n流放到了遥远的未来。
1067	drg	20	00004E20	25	17	格罗博士接下来的兴趣，\n转向了宇宙生命。
1068	drg	20	00004E20	28	12	格罗博士\n红缎带军团已经无所谓了。\n我要去宇宙寻找新的研究材料！
1069	drg	20	00004E20	31	17	格罗博士制造宇宙飞船，\n消失在宇宙深处。\n没有人知道他的去向……
1070	drg	20	00004E20	38	12	\n新增角色\n“沙鲁（未完成体）”！\n可在角色选择中使用！
1071	egh	0	00002710	8	17	红缎带军团的幸存者\n格罗博士将自己改造成人造人，\n企图取悟空性命，却遭到反杀。
1072	egh	0	00002710	9	17	被贝吉塔等人追赶的格罗博士\n逃回研究所，启动了作为王牌的\n两名人造人。
1073	egh	0	00002710	15	12	格罗博士\n你们两个！\n去打倒外面的贝吉塔他们！
1074	egh	0	00002710	18	12	17号\n……少啰嗦。\n我们想什么时候动手，就什么时候动手。
1075	egh	0	00002710	21	12	格罗博士\n竟……竟敢反抗我。\n你们这两个失败品！
1076	egh	0	00002710	24	12	18号\n吵死了……\n杀了你哦！
1077	egh	1	00002AF8	9	12	格罗博士\n可……可恶……\n你……你们这群废铁……
1078	egh	1	00002AF8	12	12	18号\n去死吧！
1079	egh	2	00002711	9	17	18号等人怨恨格罗博士\n将自己改造成了人造人，\n于是杀死了他。
1080	egh	2	00002711	10	17	随后，他们启动了人造人16号，\n准备去杀死原本的目标——\n孙悟空。
1081	egh	2	00002711	11	17	这时，贝吉塔与特兰克斯\n挡在了他们面前。
1082	egh	2	00002711	17	12	贝吉塔\n你们几个……\n本来打算去哪里，\n不妨说来听听。
1083	egh	2	00002711	20	12	18号\n去找孙悟空。\n……然后杀了他。
1084	egh	2	00002711	23	12	贝吉塔\n是吗……不过，你们哪儿也去不了。\n因为本大爷……\n会在这里收拾掉你们！！
1085	egh	2	00002711	26	12	17号\n赛亚人这种家伙\n似乎都自信过头了。\n孙悟空大概也一样……
1086	egh	2	00002711	29	12	18号\n……行啊。\n让我来。
1087	egh	2	00002711	34	12	特兰克斯\n您没事吧！？\n贝吉塔先生！！！
1088	egh	2	00002711	37	12	17号\n18号，要我帮忙吗？
1089	egh	2	00002711	40	12	18号\n用不着。\n我一个人就够了。
1090	egh	2	00002711	41	12	18号\n有永久能量炉，\n根本不用在意什么气。
1091	egh	2	00002711	44	12	17号\n好，来玩个游戏吧。\n看你能不能在我数到2000前打倒他。
1092	egh	2	00002711	47	12	18号\n开什么玩笑……\n一半，数到1000就够了。
1093	egh	2	00002711	64	12	\n获得特殊能力\n“永久能量炉”！
1094	egh	2	00002711	65	12	\n使用18号时，\n气力达到200时，\n按L键！
1095	egh	3	00002AF9	21	12	18号\n……是我赢了。
1096	egh	3	00002AF9	24	12	17号\n好了，游戏也结束了，\n差不多该出发了。\n……坐汽车去吧。
1097	egh	3	00002AF9	27	12	18号\n男人还真喜欢做这种\n毫无意义的事。\n你倒还留着点人情味嘛。
1098	egh	4	00002EE1	18	12	17号\n真让人意外……\n那些赛亚人\n还挺有两下子的。
1099	egh	4	00002EE1	21	12	18号\n切……是我输了吗！
1100	egh	4	00002EE1	24	12	17号\n别那么不服气嘛。\n下次拿孙悟空来玩这个游戏就好。
1101	egh	4	00002EE1	27	12	18号\n下次我绝不会输！
1102	egh	5	00002712	10	17	18号等人从16号\n残存的头脑资料中，\n得知了龟仙屋的信息。
1103	egh	5	00002712	11	17	悟空若不在家，\n最有可能去的就是那里。
1104	egh	5	00002712	17	12	18号\n孙悟空在吗？
1105	egh	5	00002712	22	12	比克\n……！！！\n赶紧滚吧。\n孙悟空不在这里！
1106	egh	5	00002712	25	12	17号\n看来确实不在……那么，\n告诉我们他在哪里吧。
1107	egh	5	00002712	28	12	比克\n……！！！\n你以为我会老实告诉你们吗？
1108	egh	5	00002712	31	12	18号\n谁知道呢。\n你不肯说，\n我们就逼你说出来。
1109	egh	5	00002712	34	12	比克\n……原来如此。\n那就来试试吧。\n可不会再像上次那么轻松了……！
1110	egh	5	00002712	39	12	18号\n这才像话！
1111	egh	6	00002AFA	11	12	18号\n这家伙，很强啊……
1112	egh	6	00002AFA	14	12	17号\n明明不是人造人，\n却有如此惊人的力量。\n不过……
1113	egh	6	00002AFA	17	12	16号\n……！？
1114	egh	6	00002AFA	18	12	16号\n17号！！\n后面！！
1115	egh	6	00002AFA	21	12	17号\n什、什么！？
1116	egh	6	00002AFA	30	12	沙鲁\n呵呵呵……\n终于吸收掉17号了。\n接下来轮到你了！18号！
1117	egh	6	00002AFA	33	12	16号\n快逃，18号……
1118	egh	6	00002AFA	36	12	18号\n……？\n那你怎么办？
1119	egh	6	00002AFA	39	12	16号\n……消灭沙鲁。
1120	egh	7	00002713	8	17	16号向沙鲁发起挑战，\n却败在了那股强大力量之下。
1121	egh	7	00002713	9	17	18号与16号一同逃走，\n但带着负伤的16号无法脱身，\n只好藏到一座无人岛上。
1122	egh	7	00002713	10	17	无法行动的18号，\n只能静观沙鲁的动向。
1123	egh	7	00002713	11	17	这时，结束修行的贝吉塔与特兰克斯\n向沙鲁发起了挑战。
1124	egh	7	00002713	12	17	随后，手持人造人\n紧急停止控制器的克林，\n出现在18号面前……
1125	egh	7	00002713	19	12	克林\n…………
1126	egh	7	00002713	24	12	18号\n你是……！！\n那……那难道是\n紧急停止控制器……！
1127	egh	7	00002713	29	12	克林\n唔……！
1128	egh	8	00002AFB	14	12	克林\n布尔玛……\n你特意把它做了出来，\n对不起……！
1129	egh	8	00002AFB	23	12	18号\n……！？
1130	egh	8	00002AFB	28	12	克林\n快想办法逃走！！\n绝不能被沙鲁吸收！\n……拜托了！
1131	egh	8	00002AFB	31	12	18号\n为什么……！？\n为什么要毁掉它！？\n你明明有的是机会吧！
1132	egh	8	00002AFB	34	12	克林\n这……这个嘛……
1133	egh	8	00002AFB	64	12	沙鲁\n……！！！
1134	egh	8	00002AFB	67	12	特兰克斯\n喂——！！\n沙鲁发现你们了——！！
1135	egh	8	00002AFB	70	12	18号\n……！！
1136	egh	8	00002AFB	76	17	18号一度被沙鲁吸收。\n但当她再次醒来时，\n与沙鲁的战斗已经结束了。
1137	egh	8	00002AFB	77	17	悟饭等人救出18号、打倒沙鲁后，\n正用龙珠让\n死去的人们复活。
1138	egh	8	00002AFB	102	12	克林\n能帮他们两人\n拆掉体内的炸弹吗！？
1139	egh	8	00002AFB	105	12	18号\n…………
1140	egh	8	00002AFB	116	12	雅木茶\n……为什么要许这种愿望？
1141	egh	8	00002AFB	119	12	悟饭\n我知道了！\n克林叔叔喜欢18号！！
1142	egh	8	00002AFB	123	12	克林\n别说得那么直白啊！！
1143	egh	8	00002AFB	133	12	18号\n……
1144	egh	8	00002AFB	144	12	天津饭\n话说回来，克林……\n你为什么连17号的炸弹\n也要一起拆掉？
1145	egh	8	00002AFB	148	12	克林\n我……我的确\n喜欢18号，可是\n18号和17号不是很般配吗？
1146	egh	8	00002AFB	151	12	比克\n这似乎就是所谓的恋爱吧……\n真搞不懂……
1147	egh	8	00002AFB	156	12	18号\n哼。
1148	egh	8	00002AFB	157	12	18号\n大——笨蛋！\n17号和我是双胞胎姐弟！！
1149	egh	8	00002AFB	158	12	18号\n可别因此就得意忘形！\n炸弹的事，\n我也一点都不感谢你！章鱼脑袋！！
1150	egh	8	00002AFB	159	12	18号\n……再见。
1151	egh	9	00002714	7	17	数年后……\n18号与克林结婚，\n住在了龟仙屋。
1152	egh	9	00002714	8	17	某一天，悟饭前来\n邀请他们参加\n天下第一武道会。
1153	egh	9	00002714	9	17	听说奖金数额后，\n18号便与克林一同\n参加了天下第一武道会。
1154	egh	9	00002714	15	12	18号\n那么，我的对手是谁？
1155	egh	9	00002714	18	12	克林\n哎呀……是我。
1156	egh	9	00002714	21	12	18号\n哦……\n就算是克林，我也不会手下留情。
1157	egh	9	00002714	24	12	克林\n我可是瞒着你\n偷偷修炼过的！\n不会轻易输给你！
1158	egh	10	00002AFC	9	12	克林\n疼疼疼疼……
1159	egh	10	00002AFC	12	12	18号\n真遗憾啊……\n不过，你打得还算不错。\n接下来就交给我吧。
1160	egh	11	00002715	8	17	武道会原本进行得十分顺利，\n却因魔导师巴比迪突然闯入，\n会场陷入一片混乱。
1161	egh	11	00002715	9	17	随后，克林等人\n追着巴比迪，\n不知去了哪里。
1162	egh	11	00002715	10	17	由于半数选手离场，\n决赛改为由所有剩余选手参战的\n大混战。
1163	egh	11	00002715	16	12	18号\n嗯。决赛的对手是……\n撒旦先生和\n蒙面超人吗……
1164	egh	11	00002715	19	12	悟天\n特、特兰克斯！！\n那个！！快看那个！！！
1165	egh	11	00002715	22	12	特兰克斯\n怎么了，悟天。会暴露的……\n呃，糟了！？是18号！\n这样下去赢不了啊！！！
1166	egh	11	00002715	25	12	悟天\n变成超级赛亚人吧，\n特兰克斯！！
1167	egh	11	00002715	28	12	18号\n超级赛亚人……！？\n我知道你们是谁了，小鬼头！
1168	egh	11	00002715	32	12	特兰克斯\n被、被发现了！！\n那就只好融合了！
1169	egh	11	00002715	35	12	18号\n开、开什么玩笑……\n现在可顾不上手下留情了！
1170	egh	11	00002715	36	12	18号\n就用我为今天准备的招式，\n赢下这场比赛吧！！
1171	egh	11	00002715	53	12	\n获得究极技\n“能量地雷”！
1172	egh	11	00002715	54	12	\n18号体力变红时，\n将气力提升至150以上，\n面向侧方同时按下X键＋A键！
1173	egh	12	00002AFD	12	12	18号\n呼……\n接下来……只剩你了。
1174	egh	12	00002AFD	15	12	撒旦先生\n呀啊啊——！！！！！\n求、求求你！别杀我！！！\n我、我什么都答应！！！！
1175	egh	12	00002AFD	38	12	18号\n闭嘴！别嚷嚷！\n安静点！
1176	egh	12	00002AFD	39	12	18号\n给我两千万杰尼。\n我就故意输给你……
1177	egh	12	00002AFD	40	12	18号\n这交易不亏吧……
1178	egh	12	00002AFD	43	12	撒旦先生\n我、我付！！
1179	egh	12	00002AFD	48	12	18号\n那就说定了……
1180	egh	12	00002AFD	51	12	18号\n多谢惠顾。
1181	egh	13	00002716	10	17	人造人们为寻找孙悟空\n继续踏上旅途，\n却遭到了比克等人的袭击。
1182	egh	13	00002716	16	12	比克\n你们几个……\n别想再继续为所欲为了。
1183	egh	13	00002716	19	12	17号\n杂鱼又聚到一起了啊……
1184	egh	13	00002716	22	12	18号\n孙悟空呢？\n该不会逃了吧？
1185	egh	13	00002716	25	12	天津饭\n悟空……死了。\n死于心脏病……
1186	egh	13	00002716	28	12	17号\n你说什么！？
1187	egh	13	00002716	31	12	18号\n真扫兴啊……\n没想到游戏\n会以这种方式结束。
1188	egh	13	00002716	34	12	贝吉塔\n游戏！？\n还真被你们小瞧了。\n看我把你们拆成碎片……！
1189	egh	14	00002AFE	18	12	17号\n这么说，我们已经\n失去目标了啊……
1190	egh	14	00002AFE	21	12	18号\n接下来怎么办？
1191	egh	14	00002AFE	24	12	17号\n………
1192	egh	14	00002AFE	27	12	18号\n打起精神来。\n以后总会碰上好事的。
1193	egh	15	00002717	10	17	十年后……\n人造人们已经\n将全世界的城市破坏殆尽……
1194	egh	15	00002717	11	17	人类最后的希望，\n是悟空留下的儿子悟饭，\n以及接受悟饭修行指导的特兰克斯。
1195	egh	15	00002717	17	12	悟饭\n人造人……又来了吗！\n特兰克斯！\n你藏在这里！
1196	egh	15	00002717	20	12	特兰克斯\n我也要去！\n我已经不会再拖后腿了！
1197	egh	15	00002717	36	12	18号\n不去别的城市吗？\n这附近已经没剩下\n多少活人了……
1198	egh	15	00002717	39	12	17号\n别这么说嘛……\n你看，客人不是在等我们吗。
1199	egh	15	00002717	44	12	18号\n……孙悟饭。\n没想到你还活着，\n还真是命硬啊……
1200	egh	15	00002717	47	12	悟饭\n为了不再败给你们，我一直在修行。\n这次该轮到你们倒下了。
1201	egh	16	00002AFF	10	12	18号\n真遗憾。\n不用拿出真本事，也只有这点程度吗。
1202	egh	16	00002AFF	13	12	17号\n这次不会再放你逃走……\n杀了你！
1203	egh	16	00002AFF	16	12	18号\n也很久没见17号\n这么开心了。\n作为奖励，就让你死个痛快！
1204	egh	16	00002AFF	30	17	人造人终于杀死了\n悟饭和特兰克斯……\n
1205	egh	16	00002AFF	31	17	然而，暗处却有一个人\n正盯上他们……\n
1206	egh	16	00002AFF	34	12	沙鲁\n呵呵呵呵呵呵……
1207	egh	17	00002718	9	17	人造人打倒了悟饭与特兰克斯。\n然而，他们面前\n又出现了新的敌人。
1208	egh	17	00002718	15	12	沙鲁\n真是惊人的力量……\n不过，这股力量归我了。
1209	egh	17	00002718	18	12	18号\n……！？\n这家伙……是谁。
